contributor,label,origin,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
group_12101187_bot_72d7a63cda3920e16501d43a25579901,Bot,bot-heuristic,7,1,7.0,2,0.286,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.011,214.278,354.419,0.525,532.263,333.011,214.278,354.419,0.525,532.263,,,0.0,0.0,
group_8068961_bot_7dd75cdbb46de43e30b5b4d7cd1d9e49,Bot,bot-heuristic,227,5,1.0,1,1.0,227.0,227.0,0.0,0.0,0.0,45.4,40.0,36.74,0.365,3.0,227.0,227.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,911.996,911.996,0.0,0.0,0.0,,,0.0,0.0,,4.035,0.003,20.808,0.923,0.013,5.826,0.004,25.529,0.884,0.238
pipeline-components-bot,Bot,bot-heuristic,211,6,28.0,2,0.071,7.536,6.5,4.67,0.34,6.25,35.167,45.0,25.199,0.347,38.5,1.445,1.0,0.752,0.221,1.0,3.25,4.0,1.206,0.181,1.0,0.449,0.0,3.77,0.96,0.001,1.975,0.029,4.602,0.847,0.93,1.676,0.018,4.92,0.89,0.271,1.673,0.01,5.124,0.895,0.272
group_10887954_bot_74e3ed6e04d796e1962fa0be85fe9ae1,Bot,bot-heuristic,215,2,3.0,1,0.333,71.667,59.0,30.072,0.174,28.0,107.5,107.5,2.121,0.007,1.5,1.132,1.0,0.458,0.108,0.0,1.0,1.0,0.0,0.0,0.0,0.761,0.0,7.063,0.867,0.0,9.519,0.173,28.797,0.879,1.588,9.082,0.171,27.822,0.882,1.54,9.719,0.209,29.075,0.877,1.671
project_54867625_bot_ad792c58eb8ac400c2b3777ec95f2d0a,Bot,bot-heuristic,300,1,1.0,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1509.255,1509.255,0.0,0.0,0.0,,,0.0,0.0,,5.048,0.928,14.495,0.794,3.656,,,0.0,0.0,
project_15291320_bot_7971e8d6eeba4fcde2f7b94650f5e8be,Bot,bot-heuristic,99,6,1.0,1,1.0,99.0,99.0,0.0,0.0,0.0,16.5,15.5,5.431,0.157,5.75,99.0,99.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2016.009,2016.009,0.0,0.0,0.0,,,0.0,0.0,,20.572,0.001,49.993,0.862,6.988,21.218,0.001,50.648,0.857,6.989
project_18730232_bot_c0572ced588713c7b3b43dfa660760c0,Bot,bot-heuristic,67,1,1.0,1,1.0,67.0,67.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2168.755,2168.755,0.0,0.0,0.0,,,0.0,0.0,,32.86,18.545,49.284,0.637,46.77,,,0.0,0.0,
project_18730232_bot_f29cf73cf23eed996249b68cc586ab5a,Bot,bot-heuristic,38,3,1.0,1,1.0,38.0,38.0,0.0,0.0,0.0,12.667,13.0,0.577,0.018,0.5,38.0,38.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2016.006,2016.006,0.0,0.0,0.0,,,0.0,0.0,,54.487,0.004,79.726,0.676,167.993,54.487,0.004,79.726,0.676,167.993
tms-bot,Bot,bot-heuristic,16,1,1.0,1,1.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1997.511,1997.511,0.0,0.0,0.0,,,0.0,0.0,,133.167,31.49,177.357,0.635,157.505,,,0.0,0.0,
project_45677880_bot_b33ad15d4543d030879caf621cf78d8f,Bot,bot-heuristic,203,1,1.0,1,1.0,203.0,203.0,0.0,0.0,0.0,203.0,203.0,0.0,0.0,0.0,203.0,203.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2148.716,2148.716,0.0,0.0,0.0,,,0.0,0.0,,10.637,5.142,19.368,0.645,20.046,,,0.0,0.0,
project_60607268_bot_3e558ae17beb087a20d5d7d7315d39b4,Bot,bot-heuristic,258,2,1.0,1,1.0,258.0,258.0,0.0,0.0,0.0,129.0,129.0,73.539,0.202,52.0,258.0,258.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,504.003,504.003,0.0,0.0,0.0,,,0.0,0.0,,1.961,0.0,6.586,0.908,0.0,1.185,0.0,5.232,0.937,0.0
stalb,Human,bot-heuristic,41,6,6.0,4,0.667,6.833,6.0,5.565,0.386,5.0,6.833,3.5,9.496,0.549,2.5,4.556,2.0,5.388,0.537,6.0,2.167,2.0,1.169,0.269,1.5,58.41,0.457,170.108,0.787,0.868,120.235,1.16,241.575,0.793,80.857,37.189,0.161,133.632,0.928,1.112,36.704,0.119,149.775,0.931,2.534
project_21151470_bot_736442629f8f7b42b4d112b24f7791d0,Bot,bot-heuristic,57,2,1.0,1,1.0,57.0,57.0,0.0,0.0,0.0,28.5,28.5,38.891,0.482,27.5,57.0,57.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1438.581,1438.581,0.0,0.0,0.0,,,0.0,0.0,,25.689,4.054,52.122,0.747,24.031,94.582,94.582,0.0,0.0,0.0
project_21151470_bot_7bc6a7b8863a976288d507c40a61621a,Bot,bot-heuristic,105,2,1.0,1,1.0,105.0,105.0,0.0,0.0,0.0,52.5,52.5,72.832,0.49,51.5,105.0,105.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1445.171,1445.171,0.0,0.0,0.0,,,0.0,0.0,,13.896,0.186,38.114,0.829,15.36,94.571,94.571,0.0,0.0,0.0
project_58711783_bot_23e091f26a184df186cb9076209c0719,Bot,bot-heuristic,19,1,1.0,1,1.0,19.0,19.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2128.984,2128.984,0.0,0.0,0.0,,,0.0,0.0,,118.277,80.981,132.416,0.566,160.857,,,0.0,0.0,
math-pi,Human,bot-heuristic,69,3,1.0,1,1.0,69.0,69.0,0.0,0.0,0.0,23.0,4.0,35.539,0.609,31.5,69.0,69.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1396.079,1396.079,0.0,0.0,0.0,,,0.0,0.0,,20.531,0.398,61.248,0.88,5.512,4.245,0.437,7.355,0.732,3.914
flywheel-bot,Bot,bot-heuristic,292,4,33.0,8,0.242,8.848,5.0,10.186,0.519,6.0,73.0,44.5,72.778,0.409,40.5,1.836,1.0,1.227,0.314,1.0,2.515,3.0,1.302,0.279,3.0,2.587,0.0,9.745,0.856,0.095,4.248,1.948,5.443,0.635,5.504,3.72,0.399,6.582,0.765,3.352,1.676,0.117,3.663,0.823,0.912
project_56243493_bot_ba196c66326fe4499f869411e46d7052,Bot,bot-heuristic,31,3,1.0,1,1.0,31.0,31.0,0.0,0.0,0.0,10.333,13.0,8.327,0.344,8.0,31.0,31.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1214.15,1214.15,0.0,0.0,0.0,,,0.0,0.0,,40.472,0.658,85.607,0.804,39.431,38.826,0.002,91.911,0.84,6.774
group_85365992_bot_a383fa235583af3f1b1f40739684af2d,Bot,bot-heuristic,9,2,1.0,1,1.0,9.0,9.0,0.0,0.0,0.0,4.5,4.5,0.707,0.056,0.5,9.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1851.306,1851.306,0.0,0.0,0.0,,,0.0,0.0,,231.413,0.357,447.324,0.71,171.648,263.807,0.001,472.922,0.654,336.665
group_85365992_bot_7f844b08dc34f5c1ee5f40aed61b145d,Bot,bot-heuristic,87,5,1.0,1,1.0,87.0,87.0,0.0,0.0,0.0,17.4,5.0,23.007,0.598,22.0,87.0,87.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1267.601,1267.601,0.0,0.0,0.0,,,0.0,0.0,,14.74,0.003,44.695,0.905,0.019,15.459,0.001,46.704,0.902,0.002
project_25847700_bot_620c0352702cedd7e0f87d2370c585b9,Bot,bot-heuristic,83,1,1.0,1,1.0,83.0,83.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2160.001,2160.001,0.0,0.0,0.0,,,0.0,0.0,,26.341,24.0,8.097,0.082,0.002,,,0.0,0.0,
group_5666320_bot_0b57c151bae9317c22e025f529ff07ba,Bot,bot-heuristic,273,4,5.0,3,0.6,54.6,12.0,97.215,0.681,17.0,68.25,15.5,106.503,0.589,54.25,7.378,2.0,11.461,0.645,2.0,2.6,3.0,0.894,0.123,0.0,20.868,0.001,72.007,0.838,3.021,2.022,0.081,10.817,0.937,0.153,3.106,0.161,18.6,0.913,0.551,1.31,0.055,8.683,0.952,0.143
biwg-bot,Bot,bot-heuristic,287,7,5.0,2,0.4,57.4,43.0,63.256,0.463,24.0,41.0,14.0,46.583,0.55,58.5,2.518,2.0,2.56,0.391,2.0,4.0,3.0,1.732,0.18,1.0,4.027,0.001,13.007,0.855,0.017,4.504,0.955,9.988,0.758,4.98,3.385,0.029,8.292,0.83,2.016,3.113,0.009,9.274,0.883,0.875
shepard-bot,Bot,bot-heuristic,289,3,3.0,1,0.333,96.333,23.0,133.125,0.54,117.0,96.333,31.0,115.768,0.466,101.0,9.966,4.0,14.229,0.609,6.0,3.0,3.0,0.0,0.0,0.0,25.673,0.004,59.472,0.835,0.042,14.554,0.021,20.971,0.67,23.936,4.0,0.003,13.123,0.915,0.009,7.019,0.003,17.462,0.863,0.013
The123robot,Bot,bot-heuristic,169,5,1.0,1,1.0,169.0,169.0,0.0,0.0,0.0,33.8,25.0,36.465,0.48,13.0,169.0,169.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1674.872,1674.872,0.0,0.0,0.0,,,0.0,0.0,,9.969,0.012,50.019,0.961,0.106,9.254,0.007,40.273,0.951,0.123
group_5034914_bot_af6d79480d44bfb3a5f557b14c71e806,Bot,bot-heuristic,51,1,36.0,8,0.222,1.417,1.0,0.554,0.187,1.0,51.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444,0.001,9.241,0.975,0.003,1.444,0.001,9.241,0.975,0.003,,,0.0,0.0,
project_33611450_bot_f73e10ecbe928255952661fc512af1a0,Bot,bot-heuristic,222,5,1.0,1,1.0,222.0,222.0,0.0,0.0,0.0,44.4,42.0,17.271,0.189,23.0,222.0,222.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,791.718,791.718,0.0,0.0,0.0,,,0.0,0.0,,3.582,0.051,22.174,0.919,0.677,3.32,0.049,22.985,0.934,0.57
abpbot,Bot,bot-heuristic,200,2,9.0,1,0.111,22.222,11.0,33.937,0.633,26.0,100.0,100.0,140.007,0.495,99.0,1.575,1.0,1.151,0.294,1.0,1.111,1.0,0.333,0.089,0.0,0.574,0.0,1.345,0.468,0.578,0.649,0.467,0.727,0.539,0.661,0.777,0.569,0.773,0.495,0.847,1.01,1.01,0.341,0.119,0.241
solveridevbot,Bot,bot-heuristic,249,5,1.0,1,1.0,249.0,249.0,0.0,0.0,0.0,49.8,34.0,59.801,0.504,8.0,249.0,249.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,815.979,815.979,0.0,0.0,0.0,,,0.0,0.0,,3.29,0.009,9.79,0.901,0.005,4.922,0.009,10.717,0.825,0.024
project_40106309_bot_5c9b648cbf0a492dea949ae9a2e39081,Bot,bot-heuristic,52,2,1.0,1,1.0,52.0,52.0,0.0,0.0,0.0,26.0,26.0,35.355,0.481,25.0,52.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1390.556,1390.556,0.0,0.0,0.0,,,0.0,0.0,,27.266,21.677,50.446,0.657,27.778,22.516,22.516,0.0,0.0,0.0
group_70446164_bot_2b5eee27d1fa0f544100953ddea82aef,Bot,bot-heuristic,119,3,4.0,2,0.5,29.75,25.5,26.588,0.405,16.75,39.667,18.0,49.217,0.51,45.5,2.38,1.0,3.155,0.476,1.0,1.75,1.5,0.957,0.25,1.25,31.845,0.0,171.593,0.878,0.335,11.299,1.839,20.718,0.725,15.894,18.186,2.681,36.497,0.773,15.328,34.331,1.339,54.066,0.721,46.847
group_13501534_bot_3403959abd4f8e037292b39e15af20c7,Bot,bot-heuristic,193,1,3.0,3,1.0,64.333,14.0,95.081,0.584,84.5,193.0,193.0,0.0,0.0,0.0,8.773,1.5,12.899,0.664,8.25,1.0,1.0,0.0,0.0,0.0,89.233,0.02,158.572,0.551,109.923,9.564,4.943,8.93,0.499,16.746,11.271,1.07,30.47,0.821,5.447,,,0.0,0.0,
project_45471583_bot_e6f6a6d463ad6802d8b3e281d8c3cc32,Bot,bot-heuristic,66,6,1.0,1,1.0,66.0,66.0,0.0,0.0,0.0,11.0,9.0,10.621,0.485,16.75,66.0,66.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1256.297,1256.297,0.0,0.0,0.0,,,0.0,0.0,,19.328,0.019,41.666,0.823,13.246,8.501,0.004,25.408,0.875,3.011
project_16459289_bot_dd9050bef2c08a355bd955153f8d0e0e,Bot,bot-heuristic,157,1,1.0,1,1.0,157.0,157.0,0.0,0.0,0.0,157.0,157.0,0.0,0.0,0.0,157.0,157.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2139.625,2139.625,0.0,0.0,0.0,,,0.0,0.0,,13.716,1.909,28.985,0.771,17.475,,,0.0,0.0,
group_84112325_bot_ea39c2d1452d20384a902075f9acb2f2,Bot,bot-heuristic,285,5,9.0,1,0.111,31.667,36.0,11.5,0.171,8.0,57.0,14.0,71.221,0.582,103.0,1.993,2.0,0.968,0.24,1.0,3.333,3.0,1.0,0.156,1.0,0.043,0.001,0.319,0.955,0.002,11.789,0.018,40.432,0.927,0.03,5.916,0.003,29.14,0.963,0.02,4.714,0.002,26.869,0.971,0.013
magdabot,Bot,bot-heuristic,51,2,1.0,1,1.0,51.0,51.0,0.0,0.0,0.0,25.5,25.5,26.163,0.363,18.5,51.0,51.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2091.184,2091.184,0.0,0.0,0.0,,,0.0,0.0,,41.824,12.139,87.158,0.725,41.744,105.705,46.374,157.818,0.666,86.061
group_87841352_bot_06158a4348bb86c5f716829c854dc0cb,Bot,bot-heuristic,287,2,1.0,1,1.0,287.0,287.0,0.0,0.0,0.0,143.5,143.5,2.121,0.005,1.5,287.0,287.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,477.437,477.437,0.0,0.0,0.0,,,0.0,0.0,,1.669,0.772,3.84,0.714,0.917,2.335,0.778,4.736,0.723,0.831
ginkgo-bot,Bot,bot-heuristic,269,3,1.0,1,1.0,269.0,269.0,0.0,0.0,0.0,89.667,34.0,126.081,0.577,116.5,269.0,269.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1275.716,1275.716,0.0,0.0,0.0,,,0.0,0.0,,4.76,0.452,13.485,0.828,2.524,6.786,0.558,20.68,0.831,4.886
project_54957577_bot_7321125886f443c0782dbdfdabc5267e,Bot,bot-heuristic,154,6,1.0,1,1.0,154.0,154.0,0.0,0.0,0.0,25.667,20.0,27.811,0.53,45.0,154.0,154.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1458.857,1458.857,0.0,0.0,0.0,,,0.0,0.0,,9.535,0.003,25.322,0.874,0.304,8.522,0.002,23.282,0.885,0.134
project_54957577_bot_985ef042f665e7d9793246aff8532635,Bot,bot-heuristic,93,2,1.0,1,1.0,93.0,93.0,0.0,0.0,0.0,46.5,46.5,64.347,0.489,45.5,93.0,93.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1410.88,1410.88,0.0,0.0,0.0,,,0.0,0.0,,15.336,2.754,24.797,0.697,24.087,4.648,4.648,0.0,0.0,0.0
project_54957577_bot_10407bb3c377aef81f252c48775cf809,Bot,bot-heuristic,69,2,1.0,1,1.0,69.0,69.0,0.0,0.0,0.0,34.5,34.5,47.376,0.486,33.5,69.0,69.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1445.566,1445.566,0.0,0.0,0.0,,,0.0,0.0,,21.258,2.57,61.05,0.809,20.302,4.706,4.706,0.0,0.0,0.0
project_42150930_bot_a47792031cb8d13d263edbcd69a1b639,Bot,bot-heuristic,113,4,1.0,1,1.0,113.0,113.0,0.0,0.0,0.0,28.25,24.5,27.633,0.467,34.25,113.0,113.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1943.254,1943.254,0.0,0.0,0.0,,,0.0,0.0,,17.35,0.364,43.021,0.854,6.531,16.216,0.363,38.219,0.842,7.452
group_3327297_bot_3490d86a901d88a501a5b5a8af9f910e,Bot,bot-heuristic,86,4,12.0,3,0.25,7.167,6.0,5.474,0.399,5.0,21.5,19.0,16.902,0.372,16.0,2.15,2.0,1.35,0.325,2.0,1.917,1.5,1.084,0.286,2.0,0.003,0.001,0.004,0.459,0.004,7.395,0.122,21.795,0.888,0.28,3.394,0.006,15.12,0.948,0.116,4.871,0.004,18.531,0.934,0.049
group_3327297_bot_18b4c1b78122aefdbc491ca59fdf6240,Bot,bot-heuristic,207,4,43.0,4,0.093,4.814,6.0,2.363,0.26,5.0,51.75,54.0,21.376,0.194,30.75,1.025,1.0,0.156,0.024,0.0,3.163,4.0,1.022,0.164,2.0,0.004,0.0,0.056,0.795,0.0,0.805,0.001,8.636,0.989,0.001,0.789,0.001,8.531,0.989,0.001,2.362,0.0,16.666,0.973,0.001
CouchersBot,Bot,bot-heuristic,263,2,1.0,1,1.0,263.0,263.0,0.0,0.0,0.0,131.5,131.5,99.702,0.268,70.5,263.0,263.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,951.903,951.903,0.0,0.0,0.0,,,0.0,0.0,,3.633,0.805,6.296,0.729,3.821,3.821,0.998,5.918,0.693,3.961
project_12968493_bot_9e55734f2799df42f53a5dd6429a880d,Bot,bot-heuristic,195,3,1.0,1,1.0,195.0,195.0,0.0,0.0,0.0,65.0,86.0,56.507,0.366,53.5,195.0,195.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1443.022,1443.022,0.0,0.0,0.0,,,0.0,0.0,,7.438,0.003,29.532,0.914,0.043,8.483,0.006,31.419,0.909,0.084
project_58329899_bot_b02ca162b0a7e99d7f78a32638acd39a,Bot,bot-heuristic,12,1,1.0,1,1.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1967.056,1967.056,0.0,0.0,0.0,,,0.0,0.0,,178.823,82.444,200.051,0.552,233.021,,,0.0,0.0,
empaia-ci-bot,Bot,bot-heuristic,298,5,26.0,3,0.115,11.462,9.5,8.031,0.354,9.0,59.6,52.0,40.906,0.315,9.0,1.505,1.0,1.116,0.26,1.0,3.385,4.0,1.203,0.172,1.0,0.866,0.0,5.241,0.924,0.001,4.367,0.018,11.511,0.866,0.804,3.474,0.011,10.056,0.89,0.091,3.028,0.005,8.759,0.893,0.018
bc-bot,Bot,bot-heuristic,87,4,6.0,5,0.833,14.5,16.0,7.503,0.251,6.5,21.75,17.5,20.549,0.434,29.25,1.338,1.0,0.644,0.199,1.0,2.0,2.0,1.095,0.25,0.75,10.542,0.0,40.663,0.759,0.0,23.044,0.002,51.991,0.844,7.416,25.117,0.003,55.632,0.84,5.837,24.0,0.023,51.968,0.828,15.166
project_32555934_bot_6a7a8ade4d11fa859fabfccc4fade736,Bot,bot-heuristic,10,2,1.0,1,1.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,815.824,815.824,0.0,0.0,0.0,,,0.0,0.0,,90.647,0.001,172.241,0.778,97.682,90.647,0.001,172.241,0.778,97.682
project_46649240_bot_a3334877459e5a1afa7152a61fb81472,Bot,bot-heuristic,23,2,1.0,1,1.0,23.0,23.0,0.0,0.0,0.0,11.5,11.5,14.849,0.457,10.5,23.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1392.602,1392.602,0.0,0.0,0.0,,,0.0,0.0,,63.3,50.852,74.152,0.583,72.768,0.021,0.021,0.0,0.0,0.0
project_59706718_bot_9258bfac8d006264ba3e678d0db215c5,Bot,bot-heuristic,273,5,1.0,1,1.0,273.0,273.0,0.0,0.0,0.0,54.6,11.0,104.397,0.724,14.0,273.0,273.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1663.225,1663.225,0.0,0.0,0.0,,,0.0,0.0,,6.115,2.01,12.673,0.627,4.003,6.749,0.642,26.961,0.87,2.286
group_4393555_bot_2010b002c789eb042360c58ac4575935,Bot,bot-heuristic,132,3,11.0,5,0.455,12.0,9.0,11.619,0.455,7.0,44.0,35.0,24.759,0.237,23.5,6.0,2.0,7.064,0.508,5.75,2.545,3.0,0.522,0.097,1.0,3.48,0.002,14.766,0.944,0.001,62.686,0.519,122.541,0.788,91.116,10.633,0.002,53.518,0.938,0.058,16.712,0.002,66.62,0.933,0.311
project_37401966_bot_10cd908228cc6e7685ab0b0fdfdbf1a3,Bot,bot-heuristic,39,1,1.0,1,1.0,39.0,39.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,319.684,319.684,0.0,0.0,0.0,,,0.0,0.0,,8.413,1.28,16.953,0.764,4.949,,,0.0,0.0,
project_30910044_bot_8b59d5cd74747d38fa68050edbabcadb,Bot,bot-heuristic,91,1,1.0,1,1.0,91.0,91.0,0.0,0.0,0.0,91.0,91.0,0.0,0.0,0.0,91.0,91.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2160.001,2160.001,0.0,0.0,0.0,,,0.0,0.0,,24.0,24.0,0.009,0.0,0.005,,,0.0,0.0,
scrwbot,Bot,bot-heuristic,26,3,1.0,1,1.0,26.0,26.0,0.0,0.0,0.0,8.667,9.0,2.517,0.128,2.5,26.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2017.674,2017.674,0.0,0.0,0.0,,,0.0,0.0,,80.707,0.891,179.9,0.808,74.7,74.483,0.742,185.152,0.842,54.056
group_3434605_bot_6f5d8e75269d9a034a3a754c34bc0bcd,Bot,bot-heuristic,54,3,14.0,1,0.071,3.857,2.0,4.881,0.418,0.0,18.0,19.0,3.606,0.086,3.5,2.348,2.0,2.269,0.322,0.5,2.071,2.0,0.267,0.032,0.0,63.203,0.001,189.135,0.863,0.001,10.561,0.002,35.171,0.91,0.004,31.812,0.002,61.259,0.796,32.052,16.227,0.001,45.697,0.887,0.003
twfgcicdbot,Bot,bot-heuristic,9,1,2.0,2,1.0,4.5,4.5,4.95,0.389,3.5,9.0,9.0,0.0,0.0,0.0,3.0,3.0,2.0,0.296,2.0,1.0,1.0,0.0,0.0,0.0,653.33,239.991,931.523,0.378,860.0,40.0,40.0,56.564,0.5,39.997,254.999,80.001,345.642,0.617,254.001,,,0.0,0.0,
group_52363995_bot_b18f7e73094eb76a5b251cd47aa83323,Bot,bot-heuristic,131,1,20.0,3,0.15,6.55,7.0,1.905,0.145,1.25,131.0,131.0,0.0,0.0,0.0,1.04,1.0,0.196,0.037,0.0,1.0,1.0,0.0,0.0,0.0,3.443,0.0,20.552,0.357,0.0,13.823,0.016,50.153,0.929,0.232,16.629,0.018,52.395,0.91,0.467,,,0.0,0.0,
group_52363995_bot_ae29d2aadf61a96abf747abdd6544e8a,Bot,bot-heuristic,300,2,25.0,1,0.04,12.0,2.0,33.402,0.766,0.0,150.0,150.0,98.995,0.233,70.0,1.734,2.0,0.646,0.163,1.0,1.96,2.0,0.2,0.02,0.0,0.156,0.004,1.922,0.959,0.018,1.604,0.005,9.515,0.97,0.011,1.013,0.005,7.386,0.976,0.014,0.08,0.017,0.608,0.843,0.005
project_61399101_bot_d3469d493b6f845ff41c4290aa91ce76,Bot,bot-heuristic,300,1,1.0,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1491.104,1491.104,0.0,0.0,0.0,,,0.0,0.0,,4.987,1.269,8.887,0.713,4.223,,,0.0,0.0,
project_36536308_bot_3ebca4b7dd3d1eea7e824279a27d6103,Bot,bot-heuristic,5,4,1.0,1,1.0,5.0,5.0,0.0,0.0,0.0,1.25,1.0,0.5,0.15,0.25,5.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1190.845,1190.845,0.0,0.0,0.0,,,0.0,0.0,,297.711,223.425,346.595,0.542,449.133,380.948,398.848,372.32,0.434,371.997
group_6969493_bot_ed3f9a6e7260c3d9042cac9c2b31ab57,Bot,bot-heuristic,261,2,12.0,1,0.083,21.75,3.5,34.66,0.699,26.75,130.5,130.5,170.413,0.462,120.5,4.015,1.0,11.386,0.679,1.0,1.25,1.0,0.452,0.15,0.25,5.539,0.0,14.554,0.645,0.001,19.123,0.002,28.415,0.664,24.002,6.092,0.001,17.594,0.881,0.001,19.199,11.998,24.786,0.583,24.002
group_66745730_bot_48b246fddf2a44778d7f5f93482d554e,Bot,bot-heuristic,300,1,5.0,5,1.0,60.0,53.0,46.909,0.388,39.0,300.0,300.0,0.0,0.0,0.0,1.195,1.0,0.557,0.146,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.574,0.237,0.0,0.422,0.321,0.342,0.416,0.418,0.52,0.432,0.389,0.408,0.671,,,0.0,0.0,
group_66745730_bot_91cf5a8c35c92717a1d9f91123fe5fd4,Bot,bot-heuristic,300,1,7.0,3,0.429,42.857,14.0,53.97,0.562,59.5,300.0,300.0,0.0,0.0,0.0,1.064,1.0,0.245,0.056,0.0,1.0,1.0,0.0,0.0,0.0,0.228,0.0,2.157,0.55,0.0,0.62,0.506,0.538,0.438,0.684,0.798,0.556,2.105,0.523,0.804,,,0.0,0.0,
group_66104997_bot_6fc10a3a81e84457cc4b9854eca79c4a,Bot,bot-heuristic,300,1,6.0,1,0.167,50.0,54.0,9.798,0.067,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.094,0.155,0.441,0.193,0.179,0.094,0.155,0.441,0.193,,,0.0,0.0,
group_54413505_bot_e95385c24bc0124534a53eddc2a2fb42,Bot,bot-heuristic,16,1,8.0,1,0.125,2.0,2.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,1.067,1.0,0.258,0.058,0.0,1.0,1.0,0.0,0.0,0.0,81.465,0.0,315.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.465,0.0,315.513,0.667,0.0,,,0.0,0.0,
