contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
mroeschke,test,Human,0.564,0.891,2.695,0.108,9.084,0.018,0.946,2.218,0.0,20.072,0.318,0.949,2.786,0.045,16.88,0.258,0.95,2.296,0.039,14.929,201,24.0,0.702,18.273,2.0,29.641,20.25,0.332,20.1,17.0,12.635,1.0,0.44,2.138,1.0,3.14,8,10,2.0,0.391,2.455,1.0,2.018,0.727
dotnet-issue-labeler[bot],test,Bot,3.825,0.613,5.774,2.139,8.535,0.0,0.833,0.811,0.001,1.986,1.912,0.337,2.52,2.139,1.941,2.138,0.802,2.595,0.001,5.731,14,1.0,0.095,4.667,4.0,1.155,1.0,0.071,7.0,7.0,1.414,0.0,0.119,2.333,2.0,0.816,1,2,0.5,0.167,1.333,1.0,0.577,0.333
cisagovbot,test,Bot,0.001,0.975,3.912,0.003,26.191,0.0,0.987,0.217,0.001,2.289,0.002,0.985,2.335,0.002,20.287,0.002,0.984,2.248,0.001,19.439,205,0.0,0.105,2.135,2.0,0.535,77.75,0.426,51.25,55.5,48.197,0.0,0.093,1.83,2.0,0.443,1,4,0.0,0.091,2.094,2.0,0.461,0.01
joostk,test,Human,22.068,0.618,13.6,8.464,18.085,28.347,0.684,41.603,0.111,80.451,13.744,0.688,9.679,2.061,14.685,13.493,0.707,9.316,1.769,15.176,201,6.5,0.779,25.125,3.0,58.67,13.0,0.718,18.273,3.0,31.756,6.0,0.606,5.912,2.0,8.529,6,11,1.5,0.425,2.5,1.5,2.449,0.75
bmalinowsky,test,Human,6.515,0.837,20.725,0.019,45.735,0.0,0.643,18.934,0.0,81.488,97.987,0.603,71.237,47.247,88.598,31.928,0.811,31.476,0.037,63.917,52,2.0,0.311,4.0,3.0,2.345,5.0,0.623,10.4,5.0,16.149,0.0,0.187,1.268,1.0,0.708,2,5,1.0,0.269,1.538,1.0,0.967,0.154
tremor-bot,test,Bot,130.216,0.632,118.054,68.155,176.394,66.484,0.752,87.311,0.149,170.829,0.192,0.939,20.731,0.078,93.493,0.536,0.913,26.109,0.024,91.689,83,32.0,0.514,27.667,15.0,33.828,8.0,0.54,16.6,11.0,21.836,5.0,0.587,7.545,3.0,10.472,1,5,2.0,0.296,3.0,3.0,2.0,0.333
nathanleiby,test,Human,16.173,0.73,10.926,1.957,19.873,0.029,0.748,3.785,0.0,13.582,8.58,0.735,7.337,1.01,12.252,4.11,0.821,6.917,0.407,16.08,244,0.0,0.645,3.297,1.0,9.103,10.75,0.734,20.333,3.5,37.708,1.0,0.458,2.122,1.0,3.349,57,12,0.0,0.149,1.189,1.0,0.715,0.77
metal3-io-bot,test,Bot,0.316,0.876,1.129,0.049,3.387,0.014,0.873,0.397,0.0,2.236,0.144,0.917,0.971,0.018,3.586,0.226,0.898,0.837,0.024,3.008,171,11.0,0.611,10.688,5.0,14.596,23.25,0.663,21.375,6.5,33.649,1.0,0.334,1.819,1.0,1.579,3,8,3.0,0.338,2.438,2.0,1.59,0.188
riotrobot,test,Bot,2.029,0.807,2.77,0.159,6.187,5.127,0.519,5.735,0.0,10.399,0.058,0.889,0.935,0.0,3.248,0.0,0.955,0.358,0.0,2.184,278,2.0,0.777,55.6,3.0,119.857,10.0,0.799,30.889,3.0,75.633,19.5,0.723,23.167,2.0,38.786,2,9,1.0,0.453,3.0,2.0,3.391,0.4
24emebot,test,Bot,4.497,0.243,8.954,8.597,4.082,9.154,0.596,6.956,1.667,9.362,0.012,0.928,0.34,0.001,1.331,0.083,0.866,1.478,0.009,3.884,178,68.0,0.382,89.0,89.0,96.167,19.0,0.242,44.5,41.5,22.898,3.0,0.642,10.471,3.0,17.696,1,4,1.5,0.3,2.5,2.5,2.121,0.5
wuchunfu,test,Human,0.156,0.917,1.588,0.016,6.865,0.0,0.724,0.023,0.0,0.287,6.733,0.816,6.222,0.142,15.906,0.146,0.918,1.525,0.014,6.687,279,0.0,0.323,1.55,1.0,1.924,7.5,0.794,39.857,4.0,93.183,0.0,0.053,1.057,1.0,0.454,7,7,0.0,0.022,1.022,1.0,0.298,0.039
calind,test,Human,40.151,0.544,37.679,17.393,43.721,49.893,0.634,32.786,0.015,58.33,7.772,0.853,14.092,0.182,38.021,5.559,0.845,15.295,0.477,36.706,40,9.5,0.612,10.0,3.0,15.384,1.0,0.611,4.444,2.0,7.502,2.0,0.561,4.444,2.0,6.227,3,9,2.5,0.458,3.0,1.5,3.367,0.75
yayacat,test,Human,10.068,0.825,11.549,0.481,32.185,0.487,0.885,14.549,0.0,73.07,1.491,0.926,11.901,0.101,59.893,1.395,0.917,9.24,0.128,46.772,237,5.5,0.725,10.773,2.0,23.602,11.0,0.654,21.545,10.0,40.53,2.0,0.489,2.821,1.0,3.275,4,11,2.0,0.31,2.136,2.0,1.32,0.182
web3-bot,test,Bot,0.037,0.812,12.422,0.0,42.856,0.0,0.723,3.181,0.0,14.013,11.051,0.797,20.999,0.542,53.932,0.345,0.809,9.877,0.0,35.22,183,0.0,0.509,2.179,1.0,4.65,34.25,0.57,22.875,14.0,26.417,0.0,0.329,1.578,1.0,2.281,9,8,0.0,0.157,1.202,1.0,0.724,0.107
svenstaro,test,Human,23.996,0.696,15.703,3.239,23.699,0.0,0.779,0.908,0.0,4.209,13.635,0.78,10.625,0.786,20.639,7.157,0.81,9.071,0.394,19.123,241,2.0,0.625,4.228,2.0,8.405,28.0,0.567,17.214,10.0,19.084,0.0,0.416,1.826,1.0,3.879,43,14,1.0,0.295,1.596,1.0,1.147,0.754
broadbot,test,Bot,0.71,0.885,3.959,0.252,12.742,0.0,0.782,0.037,0.0,0.154,0.151,0.935,2.291,0.002,10.702,0.227,0.932,1.789,0.014,8.729,287,11.0,0.463,11.48,8.0,10.72,23.25,0.543,35.875,15.0,44.38,1.0,0.371,2.225,2.0,2.268,2,8,1.0,0.238,2.08,2.0,0.997,0.08
cekk,test,Human,5.036,0.832,12.101,1.008,32.317,0.044,0.913,1.645,0.005,7.301,0.902,0.903,5.329,0.03,20.369,0.828,0.913,5.37,0.032,21.328,288,8.25,0.472,10.286,7.0,10.014,22.25,0.524,28.8,15.0,36.736,2.0,0.385,2.549,2.0,2.636,5,10,4.0,0.283,4.071,4.0,2.089,0.179
scverse-bot,test,Bot,86.033,0.632,47.576,21.746,57.871,0.518,0.728,12.429,0.0,33.259,11.006,0.837,15.57,0.004,34.099,36.997,0.758,29.762,0.089,49.94,74,9.25,0.635,12.333,4.0,18.981,0.0,0.335,14.8,11.0,12.133,2.0,0.328,2.0,1.0,1.312,1,5,0.0,0.278,1.5,1.0,1.225,0.167
aws-sdk-dotnet-automation,test,Bot,18.921,0.662,16.008,2.843,24.029,0.005,0.939,0.102,0.001,0.602,2.586,0.851,6.125,0.004,16.641,2.528,0.866,5.796,0.003,16.288,279,23.0,0.554,39.857,16.0,55.888,42.0,0.543,39.857,20.0,45.334,3.0,0.32,2.762,3.0,1.68,1,7,2.5,0.227,4.143,5.0,1.864,0.143
depfu[bot],test,Bot,0.109,0.721,0.1,0.008,0.168,0.0,0.818,0.006,0.0,0.027,0.04,0.826,0.053,0.001,0.128,0.062,0.801,0.063,0.001,0.137,221,2.0,0.405,3.81,4.0,3.131,17.0,0.353,44.2,47.0,32.213,1.0,0.309,1.687,1.0,1.504,43,5,3.0,0.285,2.483,2.0,1.314,0.741
splotycode,test,Human,54.159,0.844,135.45,0.081,318.679,0.0,0.498,3.709,0.0,14.338,49.434,0.849,134.052,0.081,319.266,55.085,0.859,114.819,0.096,291.119,18,1.0,0.242,1.636,1.0,0.809,1.75,0.296,3.0,2.5,1.789,0.0,0.148,1.2,1.0,0.561,7,6,0.5,0.156,1.273,1.0,0.467,0.636
colemickens,test,Human,3.611,0.843,7.61,0.154,18.366,0.004,0.854,0.985,0.0,5.172,4.048,0.827,8.437,0.514,20.046,0.403,0.905,4.183,0.033,13.697,293,8.0,0.756,14.65,3.0,33.178,6.0,0.736,26.636,8.0,63.986,1.0,0.459,2.049,1.0,4.312,13,11,2.0,0.37,2.2,1.5,1.735,0.65
akryum,test,Human,50.236,0.729,35.083,5.717,59.836,0.0,0.788,3.165,0.0,13.083,28.715,0.782,27.19,0.666,55.806,20.414,0.8,22.897,0.372,49.402,88,3.0,0.505,3.034,1.0,3.59,5.0,0.535,6.769,4.0,8.871,0.0,0.349,1.66,1.0,2.047,19,13,1.0,0.304,1.793,1.0,1.114,0.655
cyrusnajmabadi,test,Human,0.31,0.82,0.467,0.046,1.395,0.427,0.825,0.856,0.009,4.234,0.383,0.865,0.709,0.062,3.406,0.257,0.86,0.472,0.046,2.506,227,45.5,0.712,32.429,1.0,53.975,24.25,0.463,22.7,10.5,22.75,3.0,0.429,2.802,2.0,2.532,3,10,1.0,0.419,2.143,1.0,2.268,0.429
thomasp85,test,Human,18.57,0.822,19.061,1.467,52.478,0.996,0.877,10.712,0.024,40.645,0.789,0.912,6.45,0.099,26.385,0.881,0.918,7.609,0.096,32.465,245,15.5,0.637,12.895,4.0,17.879,22.0,0.483,18.846,12.0,18.248,2.0,0.559,3.889,2.0,5.307,7,13,3.0,0.424,3.316,2.0,2.829,0.368
richardlitt,test,Human,15.358,0.778,15.226,1.198,28.866,0.036,0.885,1.41,0.0,5.977,1.647,0.877,8.139,0.045,22.273,0.323,0.914,5.299,0.018,17.874,243,1.0,0.69,6.568,2.0,16.28,18.5,0.626,15.188,3.5,20.689,2.0,0.55,3.115,1.0,5.768,23,16,1.0,0.35,2.027,2.0,1.787,0.622
authenticator-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2168.888,2168.888,0.0,,0.0,,,0.0,112.619,0.552,94.299,79.552,101.202,24,0.0,0.0,24.0,24.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,24.0,24.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
thunderbottom,test,Human,37.229,0.625,46.295,21.305,73.854,30.156,0.685,64.416,0.668,150.84,37.599,0.644,43.982,17.767,72.625,34.62,0.743,40.147,11.192,86.342,55,0.75,0.725,5.5,1.0,13.534,3.75,0.682,9.167,2.0,16.678,2.5,0.417,2.75,1.5,2.337,10,6,0.0,0.082,1.1,1.0,0.316,1.0
cq-bot,test,Bot,0.107,0.431,0.101,0.08,0.082,0.303,0.885,0.873,0.046,3.222,0.021,0.937,0.143,0.001,0.704,0.006,0.941,0.076,0.001,0.491,242,107.5,0.592,80.667,15.0,121.616,16.0,0.698,30.25,12.0,57.482,8.0,0.7,12.737,2.0,24.034,1,8,2.5,0.238,4.667,3.0,2.887,0.333
zegnat,test,Human,190.088,0.562,110.924,70.925,118.389,0.242,0.555,10.96,0.0,22.401,142.227,0.696,73.444,9.161,106.765,9.902,0.865,28.84,0.263,72.794,69,6.0,0.686,7.667,1.0,13.519,3.0,0.685,6.273,1.0,11.748,2.0,0.636,4.059,1.0,7.87,6,11,1.0,0.252,1.667,1.0,0.866,0.667
mrsflux,test,Bot,9.232,0.537,7.646,3.464,9.917,4.73,0.735,4.618,0.203,8.944,0.042,0.908,1.533,0.001,4.899,0.036,0.927,1.218,0.001,4.394,35,2.5,0.095,11.667,10.0,2.887,1.75,0.15,8.75,7.0,3.5,6.25,0.25,8.75,7.5,4.787,1,4,0.0,0.0,4.0,4.0,0.0,0.333
josephperrott,test,Human,0.583,0.919,6.39,0.088,28.079,0.023,0.92,1.175,0.0,8.115,0.197,0.951,3.343,0.014,20.465,0.175,0.952,3.039,0.016,18.62,208,17.5,0.544,18.909,9.0,22.845,35.0,0.458,23.111,15.0,21.121,2.0,0.465,2.476,1.0,2.748,4,9,2.5,0.319,3.727,3.0,2.284,0.364
dynatrace-cla-bot,test,Bot,243.864,0.444,188.604,156.212,159.663,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,243.864,0.444,188.604,156.212,159.663,9,0.5,0.159,1.286,1.0,0.488,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.143
yazz,test,Human,13.0,0.762,16.441,3.052,32.89,8.612,0.847,21.854,0.506,96.635,3.035,0.876,7.759,0.301,26.32,3.02,0.874,7.763,0.36,29.811,285,0.0,0.807,23.75,1.0,53.491,68.75,0.682,71.25,13.0,124.653,4.75,0.552,4.914,3.0,7.282,11,4,0.0,0.172,1.25,1.0,0.622,0.917
garybot2,test,Bot,121.988,0.698,74.078,1.543,106.916,0.299,0.895,30.456,0.135,135.214,0.3,0.887,23.692,0.275,64.975,17.535,0.828,42.013,0.277,88.087,49,19.0,0.517,16.333,9.0,20.033,7.75,0.434,12.25,9.5,11.871,2.0,0.372,2.45,2.0,2.038,1,4,1.0,0.267,1.667,1.0,1.155,0.333
plnech,test,Human,363.394,0.43,375.959,359.502,363.674,0.469,0.0,0.469,0.0,0.939,0.0,0.0,20.793,20.793,0.0,274.334,0.713,188.292,11.276,308.49,7,0.75,0.321,1.75,1.0,1.5,0.5,0.071,3.5,3.5,0.707,0.75,0.321,1.75,1.0,1.5,4,2,0.0,0.0,1.0,1.0,0.0,1.0
webberig,test,Human,153.058,0.641,98.273,2.062,129.5,12.949,0.684,116.293,0.0,325.163,216.435,0.595,122.124,70.382,143.511,149.872,0.725,93.063,3.305,144.92,23,4.0,0.452,4.6,4.0,4.506,2.0,0.529,3.833,2.0,5.076,3.25,0.378,2.3,1.0,1.889,4,6,1.0,0.171,1.4,1.0,0.548,0.8
owlbot-bootstrapper[bot],test,Bot,37.336,0.216,86.339,86.339,52.801,238.255,0.666,158.891,0.128,275.081,5.293,0.861,32.468,0.02,85.577,5.293,0.861,32.468,0.02,85.577,21,4.5,0.214,10.5,10.5,6.364,0.0,0.0,7.0,7.0,0.0,4.5,0.286,7.0,6.0,4.583,1,3,0.0,0.0,3.0,3.0,0.0,0.5
cf-web3-team-integrations,test,Bot,0.077,0.88,1.227,0.074,3.701,0.004,0.668,1.608,0.0,5.198,0.079,0.858,1.357,0.002,3.266,0.125,0.899,1.471,0.06,4.524,243,47.0,0.258,81.0,59.0,50.715,94.5,0.519,81.0,20.0,108.264,0.75,0.426,1.929,1.0,2.937,1,3,1.0,0.19,2.333,3.0,1.155,0.333
gesellix,test,Human,2.559,0.885,10.15,0.069,29.564,0.046,0.959,1.523,0.008,9.553,0.016,0.974,2.28,0.003,14.906,0.014,0.973,2.106,0.004,13.554,229,8.25,0.404,14.312,12.0,15.344,28.0,0.513,22.9,14.5,23.619,5.5,0.466,5.452,5.0,7.693,3,10,2.0,0.207,4.312,4.0,1.778,0.188
zachowj,test,Human,38.498,0.659,28.222,11.622,37.914,70.856,0.721,60.723,1.277,132.213,16.205,0.762,17.034,2.308,32.987,14.051,0.792,16.507,1.257,33.586,134,33.0,0.575,33.5,13.5,46.765,22.0,0.507,19.143,17.0,20.062,8.0,0.495,5.36,2.0,5.131,2,7,2.5,0.219,4.0,4.0,1.826,0.5
vtex-io-ci-cd[bot],test,Bot,5.456,0.823,7.937,0.789,19.659,0.0,0.962,0.579,0.0,6.103,0.188,0.918,3.613,0.0,14.023,1.489,0.879,5.0,0.018,16.135,260,2.0,0.516,3.023,1.0,3.923,42.5,0.49,65.0,43.0,73.905,2.0,0.323,1.699,1.0,1.391,3,4,2.0,0.275,1.651,1.0,0.979,0.035
craterbot,test,Bot,,0.0,,,0.0,0.0,0.0,1901.156,1901.156,0.0,14.23,0.7,12.691,2.925,21.47,11.264,0.787,10.059,1.456,20.749,190,0.0,0.0,190.0,190.0,0.0,54.0,0.284,95.0,95.0,76.368,0.0,0.0,190.0,190.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
pralor-bot,test,Bot,72.81,0.508,76.364,64.429,78.301,90.786,0.6,89.561,23.511,158.539,73.355,0.404,66.599,83.706,54.494,71.413,0.535,67.262,38.641,72.852,27,8.0,0.395,9.0,9.0,8.0,11.0,0.543,9.0,3.0,12.166,2.0,0.343,2.455,2.0,1.695,1,3,1.0,0.222,2.0,2.0,1.0,0.333
stapelberg,test,Human,13.77,0.754,10.762,1.915,21.37,0.015,0.853,1.932,0.0,9.307,10.432,0.8,8.995,0.468,20.539,5.72,0.809,7.261,0.398,17.261,253,4.0,0.57,4.685,2.0,6.36,10.0,0.628,14.882,8.0,24.561,1.0,0.349,1.745,1.0,1.653,21,17,2.0,0.365,2.111,1.0,1.621,0.389
jenkins-x-bot,test,Bot,0.055,0.916,0.297,0.002,1.123,0.0,0.806,0.117,0.0,0.58,0.117,0.853,0.217,0.012,0.764,0.008,0.882,0.125,0.017,0.641,271,0.0,0.731,9.033,2.0,30.854,16.0,0.722,33.875,6.0,63.596,0.0,0.666,3.305,1.0,16.554,4,8,0.0,0.29,1.5,1.0,1.253,0.133
renovate[bot],test,Bot,0.001,0.439,0.001,0.0,0.001,0.0,0.376,0.0,0.0,0.0,0.001,0.439,0.001,0.0,0.001,0.001,0.426,0.001,0.0,0.001,258,1.0,0.408,2.529,2.0,2.536,0.75,0.451,43.0,25.0,52.265,0.0,0.142,1.2,1.0,0.495,61,6,1.0,0.234,1.539,1.0,0.779,0.598
junderw,test,Human,22.455,0.658,17.445,9.792,25.076,0.099,0.732,2.545,0.0,6.81,13.705,0.734,10.323,0.445,18.446,12.596,0.761,10.153,0.298,19.785,206,3.5,0.693,7.63,2.0,14.0,8.75,0.383,17.167,15.5,13.072,1.0,0.329,1.962,2.0,1.447,17,12,2.0,0.407,2.222,1.0,2.025,0.63
robodoo,test,Bot,0.013,0.85,0.044,0.001,0.117,0.004,0.802,0.087,0.0,0.399,0.07,0.837,0.101,0.005,0.268,0.017,0.865,0.058,0.002,0.178,238,24.0,0.613,39.667,20.0,58.776,37.5,0.21,79.333,55.0,43.016,1.0,0.471,2.288,1.0,2.945,2,3,2.0,0.25,2.0,2.0,1.095,0.333
zalando-robot,test,Bot,66.171,0.721,57.174,18.935,101.744,1.916,0.804,6.667,0.039,18.649,18.283,0.82,17.933,0.139,39.917,4.046,0.884,19.389,0.3,61.599,110,11.0,0.616,11.0,4.5,14.621,9.0,0.109,36.667,34.0,9.292,3.0,0.464,3.235,2.0,3.191,3,3,1.0,0.25,1.6,1.0,0.843,0.3
haozeke,test,Human,8.637,0.662,4.669,1.288,6.154,0.013,0.88,3.0,0.0,15.742,5.753,0.712,3.808,0.579,5.721,7.985,0.723,4.993,0.541,7.649,275,2.0,0.698,4.911,1.0,11.586,12.5,0.608,17.188,12.0,28.079,1.0,0.279,1.536,1.0,1.061,37,16,0.25,0.326,1.643,1.0,1.394,0.661
sagebind,test,Human,112.752,0.567,72.298,35.489,79.383,0.0,0.328,1.722,0.0,6.329,96.076,0.514,73.675,36.372,75.007,80.034,0.597,64.821,28.533,76.885,33,0.0,0.221,1.32,1.0,0.988,5.0,0.448,6.6,4.0,6.693,0.0,0.111,1.138,1.0,0.441,22,5,0.0,0.037,1.04,1.0,0.2,0.88
taskcluster-bot,test,Bot,20.472,0.813,20.557,0.116,43.787,176.095,0.28,93.998,0.0,145.898,0.508,0.881,24.052,0.076,70.322,0.586,0.89,20.831,0.076,64.252,99,40.5,0.409,49.5,49.5,57.276,4.0,0.218,19.8,20.0,9.121,4.5,0.618,5.5,1.0,7.618,1,5,2.0,0.333,3.0,3.0,2.828,0.5
s3rvac,test,Human,123.686,0.671,133.755,24.818,214.427,65.965,0.52,123.034,0.0,283.016,92.67,0.691,135.486,46.713,231.529,23.314,0.735,22.864,8.251,68.35,85,5.5,0.739,14.167,1.5,28.463,20.75,0.709,21.25,1.5,39.836,5.5,0.743,10.625,1.0,22.545,3,4,0.0,0.208,1.333,1.0,0.816,0.5
gobot1234,test,Human,21.992,0.645,20.051,8.667,27.353,3.293,0.695,10.948,0.0,31.813,19.162,0.75,15.646,2.292,29.886,10.708,0.804,11.242,0.674,25.327,195,3.5,0.776,9.75,1.0,22.52,11.5,0.565,13.0,6.0,18.822,1.5,0.493,2.746,1.0,3.197,14,15,1.0,0.441,2.2,1.0,2.375,0.7
s0md3v,test,Human,58.344,0.715,63.034,24.912,108.568,0.069,0.662,5.215,0.0,12.434,9.524,0.876,30.253,0.095,86.395,6.882,0.883,20.192,0.12,64.548,79,1.0,0.573,4.647,2.0,6.123,7.0,0.616,8.778,3.0,12.93,1.0,0.553,3.292,1.0,4.582,6,9,1.0,0.371,1.882,1.0,1.691,0.353
suzuki-shunsuke-app[bot],test,Bot,0.182,0.883,0.698,0.042,2.475,0.0,0.926,0.035,0.0,0.326,0.01,0.939,0.163,0.0,0.789,0.041,0.932,0.339,0.004,1.726,215,2.0,0.504,5.375,3.0,10.272,14.25,0.525,26.875,18.0,36.353,0.0,0.481,2.15,1.0,3.88,1,8,0.0,0.247,1.45,1.0,0.876,0.025
gregturn,test,Human,236.307,0.553,288.797,156.787,375.278,2.08,0.412,4.71,0.0,9.412,70.367,0.815,140.36,1.183,312.991,3.843,0.887,69.338,0.265,205.348,18,5.0,0.37,6.0,6.0,5.0,2.0,0.533,3.6,1.0,4.775,4.0,0.489,3.6,1.0,3.975,2,5,1.5,0.286,2.333,2.0,1.528,0.667
a-robinson,test,Human,52.433,0.788,79.586,19.007,188.37,0.652,0.457,31.454,0.0,69.011,75.233,0.808,72.153,2.304,176.867,65.706,0.773,57.87,6.789,139.464,38,0.5,0.622,3.455,1.0,6.876,5.0,0.544,4.222,2.0,5.31,1.0,0.395,1.9,1.0,2.049,10,9,0.5,0.313,1.636,1.0,1.286,0.909
arpansac,test,Human,72.568,0.536,41.037,33.857,47.923,604.904,0.225,398.871,357.921,436.629,0.208,0.876,9.756,0.006,24.937,18.681,0.834,15.418,0.009,33.351,141,69.0,0.652,47.0,1.0,79.674,26.0,0.701,20.143,2.0,33.163,41.0,0.548,28.2,20.0,32.089,2,7,2.0,0.381,2.333,1.0,2.309,0.667
eric-wieser,test,Human,0.677,0.634,0.532,0.204,0.716,0.655,0.792,3.353,0.008,9.205,0.28,0.827,0.693,0.078,1.762,0.27,0.827,0.507,0.053,1.401,207,7.5,0.753,34.5,4.5,72.831,18.0,0.656,23.0,7.0,34.774,1.5,0.74,7.667,2.0,17.563,4,9,1.5,0.402,2.833,2.0,2.639,0.667
marcinbot,test,Human,,0.0,,,0.0,0.0,0.0,1127.278,1127.278,0.0,79.91,0.747,87.95,19.281,156.373,38.757,0.823,56.364,0.077,126.339,21,0.0,0.0,21.0,21.0,0.0,1.5,0.476,3.0,2.0,3.606,0.0,0.0,21.0,21.0,0.0,1,7,0.0,0.0,7.0,7.0,0.0,1.0
botelastic[bot],test,Bot,3.067,0.55,3.005,1.663,3.376,4.528,0.5,2.883,0.924,4.628,2.96,0.568,2.565,1.738,2.884,1.728,0.695,1.522,0.609,2.389,88,11.0,0.595,17.6,9.0,24.795,28.5,0.432,29.333,21.0,29.4,5.0,0.482,3.826,2.0,3.737,1,3,1.0,0.222,1.8,2.0,0.837,0.2
robot-rover,test,Human,86.055,0.718,98.83,26.761,161.554,151.575,0.55,100.938,0.011,177.292,0.03,0.9,5.895,0.011,19.511,92.158,0.734,83.945,0.079,137.382,26,4.5,0.372,4.333,3.5,3.204,4.5,0.442,6.5,4.5,6.557,1.5,0.385,2.364,2.0,1.963,1,4,1.5,0.269,2.167,2.0,1.169,0.167
joshrosen,test,Human,3.042,0.904,21.016,0.409,68.434,0.916,0.874,22.102,0.022,100.279,3.042,0.897,17.379,0.238,56.502,1.337,0.921,13.427,0.144,50.202,160,27.5,0.229,53.333,71.0,31.47,11.5,0.536,16.0,10.5,18.19,2.0,0.493,3.2,2.0,3.551,3,10,2.5,0.238,4.667,5.0,2.517,1.0
frappe-pr-bot,test,Bot,6.299,0.482,5.263,6.059,5.043,0.121,0.787,0.958,0.004,1.988,1.74,0.802,1.714,0.001,3.505,0.001,0.902,0.875,0.001,2.671,194,36.5,0.255,48.5,50.0,25.994,32.5,0.471,27.714,14.0,27.299,7.0,0.53,6.929,4.0,7.736,1,7,0.25,0.03,6.25,6.0,0.5,0.25
jaumard,test,Human,218.864,0.138,793.416,793.416,309.521,0.078,0.0,0.052,0.0,0.089,143.75,0.666,143.677,0.078,287.25,574.549,0.569,317.398,0.152,461.28,6,1.5,0.333,2.0,1.0,1.732,0.0,0.133,1.2,1.0,0.447,1.5,0.333,2.0,1.0,1.732,2,5,1.5,0.333,2.0,1.0,1.732,0.667
microsoft-github-policy-service[bot],test,Bot,0.154,0.466,0.107,0.099,0.09,0.028,0.739,0.124,0.0,0.363,0.027,0.778,0.037,0.002,0.071,0.061,0.722,0.05,0.006,0.083,161,1.0,0.824,8.474,1.0,30.655,14.25,0.639,26.833,10.5,43.259,1.0,0.699,4.6,1.0,14.979,6,6,0.0,0.193,1.263,1.0,0.933,0.316
0xc0170,test,Human,745.075,0.5,745.113,745.113,1053.696,0.005,0.0,0.003,0.0,0.006,745.093,0.667,496.743,0.038,860.349,372.569,0.75,372.559,0.023,745.086,5,1.0,0.267,1.667,1.0,1.155,0.25,0.15,1.25,1.0,0.5,1.0,0.267,1.667,1.0,1.155,2,4,0.5,0.167,1.333,1.0,0.577,0.667
hiddentao,test,Human,19.944,0.75,19.282,1.785,33.777,0.174,0.857,7.812,0.0,32.6,1.088,0.894,7.601,0.036,23.198,1.09,0.888,6.934,0.132,20.588,260,3.0,0.736,7.647,1.0,15.533,13.25,0.658,18.571,8.0,36.238,1.5,0.638,3.881,1.0,8.132,23,14,0.75,0.392,1.941,1.0,1.841,0.676
f2c-ci-robot[bot],test,Bot,0.932,0.762,2.036,0.314,4.052,0.335,0.866,0.714,0.002,2.206,0.152,0.903,0.416,0.02,1.689,0.187,0.905,0.652,0.006,2.337,175,23.0,0.629,19.444,5.0,26.529,38.75,0.607,43.75,16.5,65.276,3.0,0.461,4.167,2.0,4.493,3,4,1.0,0.236,1.778,2.0,0.833,0.333
martinrenou,test,Human,0.558,0.864,1.544,0.125,4.583,0.019,0.763,0.142,0.0,0.488,0.202,0.911,0.93,0.02,3.596,0.225,0.904,0.847,0.031,3.333,232,5.0,0.644,9.28,4.0,14.01,14.0,0.493,15.467,11.0,15.343,1.0,0.386,1.983,1.0,1.956,13,15,3.0,0.415,3.2,2.0,2.754,0.52
eclipse-capella-bot,test,Bot,,0.0,,,0.0,0.0,0.0,1702.201,1702.201,0.0,,0.0,,,0.0,0.381,0.833,283.7,0.078,694.595,7,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
bot-gradle,test,Bot,0.011,0.476,0.012,0.012,0.016,223.695,0.364,172.645,70.547,240.536,6.068,0.667,3.846,1.069,5.585,1.2,0.785,1.837,0.355,4.189,283,140.5,0.496,141.5,141.5,198.697,20.75,0.737,35.375,5.5,65.883,99.5,0.469,94.333,82.0,100.072,1,8,3.5,0.389,4.5,4.5,4.95,0.5
ekohl,test,Human,0.56,0.878,2.235,0.083,7.04,0.0,0.895,0.456,0.0,3.17,0.475,0.889,2.21,0.061,7.099,0.356,0.896,1.9,0.051,6.487,232,4.25,0.534,4.833,3.0,5.567,9.5,0.415,19.333,17.0,16.61,0.0,0.244,1.415,1.0,0.939,11,12,2.0,0.339,2.333,2.0,1.602,0.229
